ID,NAME,CR,TYPE,SIZE,ALIGNMENT,HABITAT,SOURCE,URL
356633,Thorn Durst,3,Undead,Small,Lawful Good,"Underdark, Urban",Curse Of Strahd,https://www.dndbeyond.com/monsters/356633-thorn-durst
23132,Thorn Slinger,1/2,Plant,Large,Unaligned,,Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/23132-thorn-slinger
17310,Thorny,1,Plant,Medium,Neutral,"Forest, Swamp",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17310-thorny
2560938,Thorny Vegepygmy,1,Plant,Medium,Typically Neutral,"Forest, Swamp",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560938-thorny-vegepygmy
280432,Thorvin Twinbeard,0,Humanoid (Dwarf),Medium,Lawful Neutral,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Urban",Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/280432-thorvin-twinbeard
175859,Thought Spy,1,Humanoid (Any Race),Medium,Neutral Evil,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175859-thought-spy
309708,Thousand Teeth,6,Monstrosity,Large,Neutral Evil,,Ghosts Of Saltmarsh,https://www.dndbeyond.com/monsters/309708-thousand-teeth
17203,Thri-kreen,1,Humanoid (Thri-Kreen),Medium,Chaotic Neutral,"Desert, Grassland",Monster Manual (2014),https://www.dndbeyond.com/monsters/17203-thri-kreen
301493,Thri-kreen (psionics variant),1,Humanoid (Thri-Kreen),Medium,Chaotic Neutral,"Desert, Grassland",Monster Manual (2014),https://www.dndbeyond.com/monsters/301493-thri-kreen-psionics-variant
301482,Thri-kreen (weapons variant),1,Humanoid (Thri-Kreen),Medium,Chaotic Neutral,"Desert, Grassland",Monster Manual (2014),https://www.dndbeyond.com/monsters/301482-thri-kreen-weapons-variant
2821205,Thri-kreen Gladiator,7,Monstrosity,Medium,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821205-thri-kreen-gladiator
2821206,Thri-kreen Hunter,2,Monstrosity,Medium,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821206-thri-kreen-hunter
5195233,Thri-kreen Marauder,1,Monstrosity,Medium,Neutral,"Desert, Grassland",Monster Manual,https://www.dndbeyond.com/monsters/5195233-thri-kreen-marauder
2821207,Thri-kreen Mystic,5,Monstrosity,Medium,Any Alignment,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821207-thri-kreen-mystic
5195234,Thri-kreen Psion,8,Monstrosity,Medium,Neutral,"Desert, Grassland",Monster Manual,https://www.dndbeyond.com/monsters/5195234-thri-kreen-psion
17035,Thug,1/2,Humanoid (Any Race),Medium,Any Non-Good Alignment,Urban,Basic Rules (2014),https://www.dndbeyond.com/monsters/17035-thug
297946,Thunderbeast Skeleton,3,Undead,Huge,Unaligned,Grassland,Storm King'S Thunder,https://www.dndbeyond.com/monsters/297946-thunderbeast-skeleton
17425,Thurl Merosska,3,Humanoid,Medium,Lawful Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17425-thurl-merosska
417778,Thurstwell Vanthampur,1/8,Humanoid (Human),Medium,Lawful Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417778-thurstwell-vanthampur
275607,Thwad Underbrew,9,Humanoid (Dwarf),Medium,Neutral Evil,"Desert, Urban",Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/275607-thwad-underbrew
21927,Tiamat,30,Fiend,Gargantuan,Chaotic Evil,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/21927-tiamat
584769,Tiefling Muralist,1/8,Humanoid (Tiefling),Medium,Any Non-Good Alignment,Urban,Infernal Machine Rebuild,https://www.dndbeyond.com/monsters/584769-tiefling-muralist
4775846,Tiger,1,Beast,Large,Unaligned,"Forest, Grassland",Monster Manual,https://www.dndbeyond.com/monsters/4775846-tiger
17036,Tiger,1,Beast,Large,Unaligned,"Forest, Grassland",Basic Rules (2014),https://www.dndbeyond.com/monsters/17036-tiger
272640,Tile Chimera,6,Construct,Large,Chaotic Evil,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/272640-tile-chimera
3883566,Time Dragon Wyrmling,5,Dragon,Medium,Typically Neutral,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883566-time-dragon-wyrmling
1979811,Tin Soldier,1,Construct,Small,Unaligned,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979811-tin-soldier
45616,Tiny Servant,0,Construct,Tiny,Unaligned,,Xanathar'S Guide To Everything,https://www.dndbeyond.com/monsters/45616-tiny-servant
3731056,Titanothere,5,Beast,Huge,Unaligned,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731056-titanothere
2560939,Titivilus,16,Fiend (Devil),Medium,Lawful Evil,,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560939-titivilus
96133,Titivilus,16,Fiend (Devil),Medium,Lawful Evil,,Mordenkainen’S Tome Of Foes,https://www.dndbeyond.com/monsters/96133-titivilus
3276653,Tixie Tockworth,7,Humanoid (Gnome),Small,Chaotic Evil,,Keys From The Golden Vault,https://www.dndbeyond.com/monsters/3276653-tixie-tockworth
2739104,Tlacatecolo,5,Fiend (Demon),Medium,Typically Neutral Evil,,Journeys Through The Radiant Citadel,https://www.dndbeyond.com/monsters/2739104-tlacatecolo
2739105,Tlexolotl,10,Elemental,Huge,Typically Neutral,,Journeys Through The Radiant Citadel,https://www.dndbeyond.com/monsters/2739105-tlexolotl
2560940,Tlincalli,5,Monstrosity,Large,Typically Neutral,Desert,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560940-tlincalli
17305,Tlincalli,5,Monstrosity,Large,Neutral Evil,Desert,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17305-tlincalli
293995,Tloques-Popolocas,5,Undead,Medium,Neutral Evil,"Underdark, Urban",Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/293995-tloques-popolocas
286174,Tomb Guardian,6,Construct,Medium,Neutral,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/286174-tomb-guardian
1123129,Tomb Tapper,10,Construct,Huge,Lawful Neutral,,Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123129-tomb-tapper
447047,Tooth-N-Claw,3,Fiend,Medium,Lawful Evil,"Mountain, Underdark",Storm Lord’S Wrath,https://www.dndbeyond.com/monsters/447047-tooth-n-claw
2059757,Topaz Dragon Wyrmling,2,Dragon (Gem),Medium,Typically Chaotic Neutral,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059757-topaz-dragon-wyrmling
2059758,Topaz Greatwyrm,26,Dragon (Gem),Gargantuan,Typically Neutral,,Fizban'S Treasury Of Dragons,https://www.dndbeyond.com/monsters/2059758-topaz-greatwyrm
36901,Topi,1/2,Undead,Small,Chaotic Evil,,The Tortle Package,https://www.dndbeyond.com/monsters/36901-topi
272306,Torbit,8,Humanoid (Bullywug),Medium,Chaotic Evil,Urban,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/272306-torbit
417139,Torogar Steelfist,11,Monstrosity,Large,Lawful Evil,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/417139-torogar-steelfist
2560942,Tortle,1/4,Humanoid,Medium,Any Alignment,Coastal,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560942-tortle
36902,Tortle,1/4,Humanoid (Tortle),Medium,Lawful Good,Coastal,The Tortle Package,https://www.dndbeyond.com/monsters/36902-tortle
2560941,Tortle Druid,2,Humanoid,Medium,Any Alignment,Coastal,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560941-tortle-druid
36903,Tortle Druid,2,Humanoid (Tortle),Medium,Lawful Neutral,Coastal,The Tortle Package,https://www.dndbeyond.com/monsters/36903-tortle-druid
5195235,Tough,1/2,Humanoid,Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/5195235-tough
4904883,Tough Boss,4,Humanoid,Medium or Small,Neutral,Any,Monster Manual,https://www.dndbeyond.com/monsters/4904883-tough-boss
4635161,Tower Hand,1/2,Humanoid,Medium,Any Alignment,,Quests From The Infinite Staircase,https://www.dndbeyond.com/monsters/4635161-tower-hand
4635162,Tower Sage,1,Humanoid,Medium,Any Alignment,,Quests From The Infinite Staircase,https://www.dndbeyond.com/monsters/4635162-tower-sage
3086326,Traag Draconian,5,Monstrosity,Large,Typically Chaotic Evil,,Monstrous Compendium Vol. 2: Dragonlance Creatures,https://www.dndbeyond.com/monsters/3086326-traag-draconian
3883567,Transcendent Order Conduit,8,Humanoid,Medium or Small,Any Alignment,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883567-transcendent-order-conduit
3883568,Transcendent Order Instinct,3,Humanoid,Medium or Small,Any Alignment,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883568-transcendent-order-instinct
17341,Transmuter,5,Humanoid (Any Race),Medium,Any Alignment,Urban,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17341-transmuter
2560943,Transmuter Wizard,5,Humanoid,Medium,Any Alignment,Urban,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560943-transmuter-wizard
2560944,Trapper,3,Monstrosity,Large,Unaligned,Underdark,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560944-trapper
17306,Trapper,3,Monstrosity,Large,Unaligned,Underdark,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17306-trapper
424613,Traxigor,12,Beast,Tiny,Chaotic Good,Urban,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/424613-traxigor
5195236,Treant,9,Plant,Huge,Chaotic Good,Forest,Monster Manual,https://www.dndbeyond.com/monsters/5195236-treant
17037,Treant,9,Plant,Huge,Chaotic Good,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/17037-treant
1979812,Treant Sapling,2,Plant,Large,Typically Chaotic Good,,The Wild Beyond The Witchlight,https://www.dndbeyond.com/monsters/1979812-treant-sapling
5195237,Tree Blight,7,Plant,Huge,Neutral Evil,Forest,Monster Manual,https://www.dndbeyond.com/monsters/5195237-tree-blight
17363,Tree Blight,7,Plant,Huge,Typically Neutral Evil,,Curse Of Strahd,https://www.dndbeyond.com/monsters/17363-tree-blight
3852150,Treefolk,11,Plant (Druid),Large,Any Alignment,,Monstrous Compendium Vol. 4: Eldraine Creatures,https://www.dndbeyond.com/monsters/3852150-treefolk
266127,Trenzia,4,Undead,Tiny,Neutral Evil,Underdark,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/266127-trenzia
17353,Tressym,0,Monstrosity,Tiny,Any Alignment,,Storm King'S Thunder,https://www.dndbeyond.com/monsters/17353-tressym
17038,Tribal Warrior,1/8,Humanoid (Any Race),Medium,Any Alignment,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark",Basic Rules (2014),https://www.dndbeyond.com/monsters/17038-tribal-warrior
1123130,Tribal Warrior Spore Servants,1/8,Plant,Medium,Unaligned,"Arctic, Coastal, Desert, Forest, Grassland, Hill, Mountain, Swamp, Underdark",Icewind Dale: Rime Of The Frostmaiden,https://www.dndbeyond.com/monsters/1123130-tribal-warrior-spore-servants
5195238,Triceratops,5,Beast (Dinosaur),Huge,Unaligned,Grassland,Monster Manual,https://www.dndbeyond.com/monsters/5195238-triceratops
17039,Triceratops,5,Beast,Huge,Unaligned,Grassland,Basic Rules (2014),https://www.dndbeyond.com/monsters/17039-triceratops
17177,Tridrone,1/2,Construct,Medium,Lawful Neutral,,Monster Manual (2014),https://www.dndbeyond.com/monsters/17177-tridrone
33267,Tri-flower Frond,1/2,Plant,Medium,Unaligned,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33267-tri-flower-frond
909510,Triton Master of Waves,8,Humanoid (Triton),Medium,Neutral,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909510-triton-master-of-waves
909511,Triton Shorestalker,2,Humanoid (Triton),Medium,Neutral Evil,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909511-triton-shorestalker
278033,Trobriand,22,Construct,Large,Unaligned,,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/278033-trobriand
5195239,Troglodyte,1/4,Monstrosity,Medium,Chaotic Evil,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195239-troglodyte
17204,Troglodyte,1/4,Humanoid (Troglodyte),Medium,Chaotic Evil,Underdark,Monster Manual (2014),https://www.dndbeyond.com/monsters/17204-troglodyte
17397,Troglodyte Champion of Laogzed,3,Humanoid,Medium,Chaotic Evil,,Out Of The Abyss,https://www.dndbeyond.com/monsters/17397-troglodyte-champion-of-laogzed
5195241,Troll,5,Giant,Large,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195241-troll
17040,Troll,5,Giant,Large,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark",Basic Rules (2014),https://www.dndbeyond.com/monsters/17040-troll
27713,Troll (Ice Troll Variant),5,Giant,Large,Chaotic Evil,,Tyranny Of Dragons,https://www.dndbeyond.com/monsters/27713-troll-ice-troll-variant
301476,Troll (variant),5,Giant,Large,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark",Monster Manual (2014),https://www.dndbeyond.com/monsters/301476-troll-variant
3731057,Troll Amalgam,17,Giant,Gargantuan,Typically Chaotic Evil,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731057-troll-amalgam
5195240,Troll Limb,1/2,Giant,Small,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark",Monster Manual,https://www.dndbeyond.com/monsters/5195240-troll-limb
3731058,Troll Mutate,7,Giant,Large,Typically Chaotic Evil,,Bigby Presents: Glory Of The Giants,https://www.dndbeyond.com/monsters/3731058-troll-mutate
909512,Tromokratis,26,Monstrosity (Titan),Gargantuan,Any Alignment,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909512-tromokratis
176270,Trostani,18,Fey,Large,Neutral Good,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/176270-trostani
493199,Tsucora Quori,7,Aberration,Medium,Lawful Evil,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/493199-tsucora-quori
273036,Turbulence,6,Humanoid (Tiefling),Medium,Lawful Evil,Urban,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/273036-turbulence
297989,Turlang,9,Plant,Huge,Chaotic Good,Forest,Storm King'S Thunder,https://www.dndbeyond.com/monsters/297989-turlang
5195242,Twig Blight,1/8,Plant,Small,Neutral Evil,Forest,Monster Manual,https://www.dndbeyond.com/monsters/5195242-twig-blight
17095,Twig Blight,1/8,Plant,Small,Neutral Evil,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/17095-twig-blight
360954,Two Dry Cloaks,1,Humanoid (Tabaxi),Medium,Neutral,Urban,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/360954-two-dry-cloaks
909513,Two-Headed Cerberus,2,Monstrosity,Medium,Lawful Evil,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909513-two-headed-cerberus
582928,Two-Headed Crocodile,1,Beast,Large,Unaligned,,Infernal Machine Rebuild,https://www.dndbeyond.com/monsters/582928-two-headed-crocodile
582938,Two-Headed Owlbear,3,Monstrosity,Large,Unaligned,,Infernal Machine Rebuild,https://www.dndbeyond.com/monsters/582938-two-headed-owlbear
660050,Two-Headed Plesiosaurus,4,Beast,Large,Unaligned,,The Tortle Package,https://www.dndbeyond.com/monsters/660050-two-headed-plesiosaurus
301088,Two-Headed Troll,5,Giant,Large,Chaotic Evil,"Arctic, Forest, Hill, Mountain, Swamp, Underdark",Out Of The Abyss,https://www.dndbeyond.com/monsters/301088-two-headed-troll
909514,Typhon,15,Monstrosity,Huge,Chaotic Evil,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909514-typhon
5195243,Tyrannosaurus Rex,8,Beast (Dinosaur),Huge,Unaligned,Grassland,Monster Manual,https://www.dndbeyond.com/monsters/5195243-tyrannosaurus-rex
17041,Tyrannosaurus Rex,8,Beast,Huge,Unaligned,Grassland,Basic Rules (2014),https://www.dndbeyond.com/monsters/17041-tyrannosaurus-rex
33286,Tyrannosaurus Zombie,8,Undead,Huge,Unaligned,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/33286-tyrannosaurus-zombie
265939,Uktarl Krannoc,2,Humanoid (Human),Medium,Neutral Evil,"Arctic, Coastal, Desert, Forest, Hill, Urban",Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/265939-uktarl-krannoc
416956,Ulder Ravengard,5,Humanoid (Human),Medium,Neutral,,Baldur’S Gate: Descent Into Avernus,https://www.dndbeyond.com/monsters/416956-ulder-ravengard
2560945,Ulitharid,9,Aberration (Mind Flayer),Large,Typically Lawful Evil,Underdark,Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560945-ulitharid
17285,Ulitharid,9,Aberration,Large,Lawful Evil,Underdark,Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17285-ulitharid
5195244,Ultroloth,13,Fiend (Yugoloth),Medium,Neutral Evil,Planar (Lower Planes),Monster Manual,https://www.dndbeyond.com/monsters/5195244-ultroloth
17126,Ultroloth,13,Fiend (Yugoloth),Medium,Neutral Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/17126-ultroloth
301447,Ultroloth (summoner variant),13,Fiend (Yugoloth),Medium,Neutral Evil,,Monster Manual (2014),https://www.dndbeyond.com/monsters/301447-ultroloth-summoner-variant
5195245,Umber Hulk,5,Monstrosity,Large,Chaotic Evil,Underdark,Monster Manual,https://www.dndbeyond.com/monsters/5195245-umber-hulk
17205,Umber Hulk,5,Monstrosity,Large,Chaotic Evil,Underdark,Monster Manual (2014),https://www.dndbeyond.com/monsters/17205-umber-hulk
656065,"Umber Hulk, modified variant",5,Monstrosity,Large,Chaotic Evil,Underdark,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/656065-umber-hulk-modified-variant
275796,Umbraxakar,15,Dragon,Huge,Neutral Evil,Coastal,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/275796-umbraxakar
267516,Undead Bulette,5,Undead,Large,Unaligned,"Grassland, Hill, Mountain",Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/267516-undead-bulette
360926,Undead Cockatrice,1/2,Undead,Small,Unaligned,Grassland,Acquisitions Incorporated,https://www.dndbeyond.com/monsters/360926-undead-cockatrice
273132,Undead Shambling Mound,5,Undead,Large,Unaligned,Underdark,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/273132-undead-shambling-mound
175335,Undercity Medusa,6,Monstrosity,Medium,Neutral Evil,,Guildmasters’ Guide To Ravnica,https://www.dndbeyond.com/monsters/175335-undercity-medusa
909515,Underworld Cerberus,6,Monstrosity,Large,Lawful Evil,,Mythic Odysseys Of Theros,https://www.dndbeyond.com/monsters/909515-underworld-cerberus
487636,Undying Councilor,10,Undead,Medium,Neutral Good,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/487636-undying-councilor
487658,Undying Soldier,2,Undead,Medium,Neutral Good,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/487658-undying-soldier
5195246,Unicorn,5,Celestial,Large,Lawful Good,"Forest, Planar (Feywild)",Monster Manual,https://www.dndbeyond.com/monsters/5195246-unicorn
17042,Unicorn,5,Celestial,Large,Lawful Good,Forest,Basic Rules (2014),https://www.dndbeyond.com/monsters/17042-unicorn
1680954,Unspeakable Horror,8,Monstrosity,Huge,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680954-unspeakable-horror
1680950,Unspeakable Horror (Aberrant Armor),8,Monstrosity,Huge,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680950-unspeakable-horror-aberrant-armor
1680951,Unspeakable Horror (Loathsome Limbs),8,Monstrosity,Huge,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680951-unspeakable-horror-loathsome-limbs
1680952,Unspeakable Horror (Malleable Mass),8,Monstrosity,Huge,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680952-unspeakable-horror-malleable-mass
1680953,Unspeakable Horror (Oozing Organs),8,Monstrosity,Huge,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680953-unspeakable-horror-oozing-organs
27612,Urgala Meltimer,,Humanoid (Human),Medium,Lawful Good,,Storm King'S Thunder,https://www.dndbeyond.com/monsters/27612-urgala-meltimer
280435,Urstul Floxin,8,Humanoid (Human),Medium,Lawful Evil,Urban,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/280435-urstul-floxin
297807,Uthgardt Leader,2,Humanoid (Human),Medium,Chaotic Neutral,"Arctic, Coastal, Desert, Forest, Hill, Mountain",Storm King'S Thunder,https://www.dndbeyond.com/monsters/297807-uthgardt-leader
17354,Uthgardt Shaman,2,Humanoid (Human),Medium,Neutral Evil,,Storm King'S Thunder,https://www.dndbeyond.com/monsters/17354-uthgardt-shaman
27706,Vaasha,,Giant (Storm Giant),Huge,Neutral Good,,Storm King'S Thunder,https://www.dndbeyond.com/monsters/27706-vaasha
149116,Vajra Safahr,13,Humanoid (Human),Medium,Lawful Neutral,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/149116-vajra-safahr
487602,Valenar Hawk,1/8,Fey,Tiny,Neutral,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/487602-valenar-hawk
487611,Valenar Hound,1/2,Fey,Medium,Neutral,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/487611-valenar-hound
487619,Valenar Steed,1/2,Fey,Large,Neutral,,Eberron: Rising From The Last War,https://www.dndbeyond.com/monsters/487619-valenar-steed
280334,Valetta,2,Humanoid,Medium,Neutral,Urban,Waterdeep: Dragon Heist,https://www.dndbeyond.com/monsters/280334-valetta
1528986,Valin Sarnaster,16,Undead,Medium,Lawful Evil,Desert,Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528986-valin-sarnaster
285742,Valindra Shadowmantle,21,Undead,Medium,Neutral Evil,,Tomb Of Annihilation,https://www.dndbeyond.com/monsters/285742-valindra-shadowmantle
277124,Valtagar Steelshadow,12,Humanoid (Dwarf),Medium,Lawful Evil,Urban,Waterdeep: Dungeon Of The Mad Mage,https://www.dndbeyond.com/monsters/277124-valtagar-steelshadow
2821210,Vampirate,2,Undead,Medium,Typically Lawful Evil,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821210-vampirate
2821208,Vampirate Captain,6,Undead,Medium,Typically Lawful Evil,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821208-vampirate-captain
2821209,Vampirate Mage,5,Undead,Medium,Typically Lawful Evil,,Spelljammer: Adventures In Space,https://www.dndbeyond.com/monsters/2821209-vampirate-mage
5195251,Vampire,13,Undead,Medium or Small,Lawful Evil,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195251-vampire
17043,Vampire,13,Undead (Shapechanger),Medium,Lawful Evil,Urban,Basic Rules (2014),https://www.dndbeyond.com/monsters/17043-vampire
5195247,Vampire Familiar,3,Humanoid,Medium or Small,Neutral Evil,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195247-vampire-familiar
5195248,Vampire Nightbringer,8,Undead,Medium or Small,Neutral Evil,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195248-vampire-nightbringer
5195249,Vampire Spawn,5,Undead,Medium or Small,Neutral Evil,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195249-vampire-spawn
17044,Vampire Spawn,5,Undead,Medium,Neutral Evil,"Underdark, Urban",Basic Rules (2014),https://www.dndbeyond.com/monsters/17044-vampire-spawn
17207,Vampire Spellcaster,15,Undead,Medium,Lawful Evil,Urban,Monster Manual (2014),https://www.dndbeyond.com/monsters/17207-vampire-spellcaster
5195250,Vampire Umbral Lord,15,Undead,Medium or Small,Lawful Evil,"Underdark, Urban",Monster Manual,https://www.dndbeyond.com/monsters/5195250-vampire-umbral-lord
17206,Vampire Warrior,15,Undead,Medium,Lawful Evil,Urban,Monster Manual (2014),https://www.dndbeyond.com/monsters/17206-vampire-warrior
17381,Vampiric Ixitxachitl,2,Aberration,Medium,Chaotic Evil,,Out Of The Abyss,https://www.dndbeyond.com/monsters/17381-vampiric-ixitxachitl
309683,Vampiric Jade Statue,8,Construct,Large,Unaligned,,Ghosts Of Saltmarsh,https://www.dndbeyond.com/monsters/309683-vampiric-jade-statue
1680955,Vampiric Mind Flayer,5,Undead,Medium,,,Van Richten’S Guide To Ravenloft,https://www.dndbeyond.com/monsters/1680955-vampiric-mind-flayer
2560946,Vampiric Mist,3,Undead,Medium,Typically Chaotic Evil,"Arctic, Coastal, Forest, Grassland, Mountain, Swamp, Underdark, Urban",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560946-vampiric-mist
23135,Vampiric Mist,3,Undead,Medium,Chaotic Evil,"Arctic, Coastal, Forest, Grassland, Mountain, Swamp, Underdark, Urban",Tales From The Yawning Portal,https://www.dndbeyond.com/monsters/23135-vampiric-mist
17443,Vanifer,9,Humanoid (Tiefling),Medium,Neutral Evil,,Princes Of The Apocalypse,https://www.dndbeyond.com/monsters/17443-vanifer
2560947,Vargouille,1,Fiend,Tiny,Typically Chaotic Evil,"Desert, Swamp, Underdark",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560947-vargouille
17307,Vargouille,1,Fiend,Tiny,Chaotic Evil,"Desert, Swamp, Underdark",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17307-vargouille
3883569,Vargouille Reflection,1,Fiend,Tiny,Typically Chaotic Evil,,Planescape: Adventures In The Multiverse,https://www.dndbeyond.com/monsters/3883569-vargouille-reflection
2953455,Varnoth,2,Humanoid (Human),Medium,Neutral Good,,Dragons Of Stormwreck Isle,https://www.dndbeyond.com/monsters/2953455-varnoth
1528987,Varnyr,1/8,Humanoid (Elf),Medium,Chaotic Good,Urban,Candlekeep Mysteries,https://www.dndbeyond.com/monsters/1528987-varnyr
2590978,Vecna the Archlich,26,Undead (Wizard),Medium,Lawful Evil,,Vecna: Eve Of Ruin,https://www.dndbeyond.com/monsters/2590978-vecna-the-archlich
2560949,Vegepygmy,1/4,Plant,Small,Typically Neutral,"Forest, Swamp",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560949-vegepygmy
17308,Vegepygmy,1/4,Plant,Small,Neutral,"Forest, Swamp",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17308-vegepygmy
2560948,Vegepygmy Chief,2,Plant,Small,Typically Neutral,"Forest, Swamp",Mordenkainen Presents: Monsters Of The Multiverse,https://www.dndbeyond.com/monsters/2560948-vegepygmy-chief
17309,Vegepygmy Chief,2,Plant,Small,Neutral,"Forest, Swamp",Volo'S Guide To Monsters,https://www.dndbeyond.com/monsters/17309-vegepygmy-chief
4635163,Vegepygmy Moldmaker,3,Plant,Small,Typically Neutral,,Quests From The Infinite Staircase,https://www.dndbeyond.com/monsters/4635163-vegepygmy-moldmaker
