ID,NAME,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL,SOURCE_SHORT
215719,Scribe's Pen,Common,Wondrous Item,Required,creature with the Mark of Scribing,Wayfinder's Guide to Eberron,https://www.dndbeyond.com/magic-items/215719-scribes-pen,erlw
9229016,Scroll of Protection,Rare,Scroll,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229016-scroll-of-protection,xdmg
5398,Scroll of Protection,Rare,Scroll,,Warding,Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5398-scroll-of-protection,xdmg
2188398,Scroll of Tarrasque Summoning,Legendary,Scroll,,,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188398-scroll-of-tarrasque-summoning,
2188399,Scroll of the Comet,Legendary,Scroll,,"Damage, Consumable",Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188399-scroll-of-the-comet,idrotf
9229017,Scroll of Titan Summoning,Legendary,Scroll,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229017-scroll-of-titan-summoning,xdmg
5582,Seeker Dart,Uncommon,Weapon,,"Damage: Lightning, Damage, Control, Finesse, Thrown, Vex",Princes of the Apocalypse,https://www.dndbeyond.com/magic-items/5582-seeker-dart,pota
606453,Sekolahian Worshiping Statuette,Common,Wondrous Item,,,Ghosts of Saltmarsh,https://www.dndbeyond.com/magic-items/606453-sekolahian-worshiping-statuette,gos
704225,Sending Stone,Uncommon,Wondrous Item,,,Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/704225-sending-stone,ai
9180147,Sending Stones,Uncommon,Wondrous Item,,Communication,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9180147-sending-stones,xdmg
5402,Sending Stones,Uncommon,Wondrous Item,,Communication,Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5402-sending-stones,xdmg
7393976,Sensory Stone,Uncommon,Wondrous Item,,Charmed,Planescape: Adventures in the Multiverse,https://www.dndbeyond.com/magic-items/7393976-sensory-stone,sato
5403,Sentinel Shield,Uncommon,Armor,,"Advantage: Initiative, Advantage: Perception, Bonus: Passive Perception, Detection, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5403-sentinel-shield,xdmg
3001260,Serpent Scale Armor,Uncommon,Armor,,"Set: AC Max Dex Modifier, Stealth Disadvantage",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001260-serpent-scale-armor,cm
3001261,Serpent's Fang,Rare,Weapon,,"Damage: Poison, Versatile, Sap",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001261-serpents-fang,cm
2408226,Shadowfell Brand Tattoo,Rare,Wondrous Item,Required,"Sense: Darkvision, Advantage: Stealth",Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2408226-shadowfell-brand-tattoo,tce
2408242,Shadowfell Shard,Rare,Wondrous Item,Required,sorcerer,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2408242-shadowfell-shard,tce
5525,Shard of the Ise Rune,Very Rare,Wondrous Item,Required,"Resistance: Fire, Damage, Control, Warding",Storm King's Thunder,https://www.dndbeyond.com/magic-items/5525-shard-of-the-ise-rune,skt
6256178,Shard of Xeluan,Rare,Wondrous Item,Required,"Bonus: Strength Score, Bonus: Ability Score Maximum, Bonus: Spell Attacks, Cursed, Focus",Keys from the Golden Vault,https://www.dndbeyond.com/magic-items/6256178-shard-of-xeluan,kftgv
6256184,Shard Solitaire,Legendary,Wondrous Item,Required,Teleportation,Keys from the Golden Vault,https://www.dndbeyond.com/magic-items/6256184-shard-solitaire,kftgv
9320,Shatterspike,Uncommon,Weapon,Required,"Bonus: Magic, Damage, Buff, Combat, Versatile, Sap",Tales from the Yawning Portal,https://www.dndbeyond.com/magic-items/9320-shatterspike,tftyp
2188400,Shield Guardian Amulet,Rare,Wondrous Item,Required,humanoid,Icewind Dale: Rime of the Frostmaiden,https://www.dndbeyond.com/magic-items/2188400-shield-guardian-amulet,idrotf
27116,Shield of Expression,Common,Armor,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27116-shield-of-expression,xdmg
382914,Shield of Far Sight,Rare,Armor,,,Volo's Guide to Monsters,https://www.dndbeyond.com/magic-items/382914-shield-of-far-sight,vgm
4754,Shield of Missile Attraction,Rare,Armor,Required,"Resistance: Ranged Attacks, Warding, Cursed",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4754-shield-of-missile-attraction,xdmg
7102439,Shield of the Blazing Dreadnought,Legendary,Armor,Required,,Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102439-shield-of-the-blazing-dreadnought,bgg
9058943,Shield of the Cavalier,Very Rare,Armor,Required,Bonus: Armor Class,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9058943-shield-of-the-cavalier,xdmg
843176,Shield of the Hidden Lord,Legendary,Armor,Required,"Bonus: Armor Class, Resistance: Fire",Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/843176-shield-of-the-hidden-lord,bgdia
5554585,Shield of the Silver Dragon,Unknown Rarity,Armor,,"Bonus: Armor Class, Bonus: Initiative",Curse of Strahd,https://www.dndbeyond.com/magic-items/5554585-shield-of-the-silver-dragon,cos
7526761,Shield of the Tortoise,Uncommon,Armor,Required,"Bonus: Armor Class, Speed Reduction: Impose, Warding, Cursed",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526761-shield-of-the-tortoise,bmt
342867,Shield of the Uven Rune,Very Rare,Armor,Required,"Immunity: Cold, Damage, Warding",Waterdeep: Dungeon of the Mad Mage,https://www.dndbeyond.com/magic-items/342867-shield-of-the-uven-rune,wdmm
4753,"Shield, +1",Uncommon,Armor,,"Bonus: Armor Class, Combat, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4753-shield-1,
5157,"Shield, +2",Rare,Armor,,"Bonus: Armor Class, Combat, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5157-shield-2,
5158,"Shield, +3",Very Rare,Armor,,"Bonus: Armor Class, Combat, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5158-shield-3,
215557,Shiftweave,Common,Wondrous Item,,,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/215557-shiftweave,erlw
7526767,Shrieking Greaves,Rare,Wondrous Item,Required,"Disadvantage: Saving Throws, Buff, Movement, Cursed",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526767-shrieking-greaves,bmt
9229070,Silvered Weapon,Common,Weapon,,"Light, Slow",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229070-silvered-weapon,xdmg
4239823,Silverquill Primer,Uncommon,Wondrous Item,Required,"Bonus: Intimidation, Bonus: Persuasion, spellcaster",Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239823-silverquill-primer,scc
1752529,Siren Song Lyre,Rare,Wondrous Item,Required,,Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752529-siren-song-lyre,mot
7526768,Skull Helm,Very Rare,Wondrous Item,Required,"Resistance: Cold, Resistance: Poison, Resistance: Necrotic, Summoning, Warding, Headwear",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526768-skull-helm,bmt
316774,Skyblinder Staff,Uncommon,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316774-skyblinder-staff,ggr
1752530,Sling Bullets of Althemone,Very Rare,Weapon,,Bonus: Magic,Mythic Odysseys of Theros,https://www.dndbeyond.com/magic-items/1752530-sling-bullets-of-althemone,mot
7526769,Sling of Giant Felling,Uncommon,Weapon,,"Control, Combat, Ammunition, Range, Slow",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526769-sling-of-giant-felling,bmt
4755,Slippers of Spider Climbing,Uncommon,Wondrous Item,Required,"Set: Innate Speed (Climbing), Movement, Footwear",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4755-slippers-of-spider-climbing,xdmg
254340,Smokepowder,Uncommon,Wondrous Item,,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254340-smokepowder,wdh
36837,Smoldering Armor,Common,Armor,,,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/36837-smoldering-armor,xdmg
3895576,Snicker-Snack,Legendary,Weapon,Required,"Bonus: Magic, Proficiency: Greatsword, Bonus: Magic Item Attack With Charisma, Non-evil Creature, Heavy, Two-Handed, Graze",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895576-snicker-snack,wbtw
842308,Soul Coin,Uncommon,Wondrous Item,,,Baldur’s Gate: Descent into Avernus,https://www.dndbeyond.com/magic-items/842308-soul-coin,bgdia
9229074,Sovereign Glue,Legendary,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229074-sovereign-glue,xdmg
4756,Sovereign Glue,Legendary,Wondrous Item,,"Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4756-sovereign-glue,xdmg
221458,Speaking Stone,Very Rare,Wondrous Item,,Communication,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/221458-speaking-stone,erlw
9379,Spear of Backbiting,Very Rare,Weapon,Required,"Bonus: Magic, Bonus: Weapon Attack Range, Damage: Additional, Damage, Buff, Combat, Cursed, Thrown, Versatile, Sap",Tales from the Yawning Portal,https://www.dndbeyond.com/magic-items/9379-spear-of-backbiting,tftyp
5536,Spell Gem,Varies,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5536-spell-gem,oota
5542,Spell Gem (Amber),Very Rare,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5542-spell-gem-amber,oota
5541,Spell Gem (Bloodstone),Rare,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5541-spell-gem-bloodstone,oota
5547,Spell Gem (Diamond),Legendary,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5547-spell-gem-diamond,oota
5543,Spell Gem (Jade),Very Rare,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5543-spell-gem-jade,oota
5539,Spell Gem (Lapis Lazuli),Uncommon,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5539-spell-gem-lapis-lazuli,oota
5538,Spell Gem (Obsidian),Uncommon,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5538-spell-gem-obsidian,oota
5540,Spell Gem (Quartz),Rare,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5540-spell-gem-quartz,oota
5546,Spell Gem (Ruby),Legendary,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5546-spell-gem-ruby,oota
5545,Spell Gem (Star Ruby),Legendary,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5545-spell-gem-star-ruby,oota
5544,Spell Gem (Topaz),Very Rare,Wondrous Item,Required,"Spellcaster if Seeking to Imbue the Gem, Utility",Out of the Abyss,https://www.dndbeyond.com/magic-items/5544-spell-gem-topaz,oota
9229085,Spell Scroll,Varies,Scroll,,"Utility, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229085-spell-scroll,xdmg
5418,Spell Scroll,Varies,Scroll,,"Utility, Consumable",Basic Rules (2014),https://www.dndbeyond.com/magic-items/5418-spell-scroll,xdmg
4757,Spellguard Shield,Very Rare,Armor,Required,"Advantage: Saving Throws, Combat, Warding",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4757-spellguard-shield,xdmg
5439867,Spelljamming Helm,Rare,Wondrous Item,Required,Spellcaster,Spelljammer: Adventures in Space,https://www.dndbeyond.com/magic-items/5439867-spelljamming-helm,aag
215558,Spellshard,Common,Wondrous Item,,,Eberron: Rising from the Last War,https://www.dndbeyond.com/magic-items/215558-spellshard,erlw
2408275,Spellwrought Tattoo,Varies,Wondrous Item,,,Tasha’s Cauldron of Everything,https://www.dndbeyond.com/magic-items/2408275-spellwrought-tattoo,tce
9229086,Sphere of Annihilation,Legendary,Wondrous Item,,Damage: Force,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229086-sphere-of-annihilation,xdmg
4759,Sphere of Annihilation,Legendary,Wondrous Item,,"Damage: Force, Damage, Control, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4759-sphere-of-annihilation,xdmg
7247088,Spider Staff,Rare,Staff,Required,"Damage: Poison, Bard, Sorcerer, Warlock, or Wizard, Damage, Control, Movement, Combat",Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247088-spider-staff,pabtso
9088,Spider Staff,Rare,Staff,Required,"Damage: Poison, Damage, Combat",Lost Mine of Phandelver,https://www.dndbeyond.com/magic-items/9088-spider-staff,pabtso
316783,Spies' Murmur,Uncommon,Wondrous Item,Required,,Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316783-spies-murmur,ggr
7526770,Spindle of Fate,Legendary,Wand,Required,"Damage, Control",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526770-spindle-of-fate,bmt
9229087,Spirit Board,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229087-spirit-board,xdmg
702168,Spyglass of Clairvoyance,Common,Wondrous Item,,,Acquisitions Incorporated,https://www.dndbeyond.com/magic-items/702168-spyglass-of-clairvoyance,ai
27136,Staff of Adornment,Common,Staff,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/27136-staff-of-adornment,xdmg
9229092,Staff of Birdcalls,Common,Staff,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229092-staff-of-birdcalls,xdmg
27137,Staff of Birdcalls,Common,Staff,,Utility,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27137-staff-of-birdcalls,xdmg
9229093,Staff of Charming,Rare,Staff,Required,"Bard, Cleric, Druid, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229093-staff-of-charming,xdmg
4760,Staff of Charming,Rare,Staff,Required,"Bard, Cleric, Druid, Sorcerer, Warlock, or Wizard, Control, Communication",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4760-staff-of-charming,xdmg
7247089,Staff of Defense,Rare,Staff,Required,"Bonus: Armor Class, Bard, Sorcerer, Warlock, or Wizard, Warding",Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247089-staff-of-defense,pabtso
9090,Staff of Defense,Rare,Staff,Required,"Bonus: Armor Class, Buff, Warding",Lost Mine of Phandelver,https://www.dndbeyond.com/magic-items/9090-staff-of-defense,pabtso
3001262,Staff of Fate,Very Rare,Staff,Required,"Bonus: Magic, Versatile, Topple",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001262-staff-of-fate,cm
9229094,Staff of Fire,Very Rare,Staff,Required,"Resistance: Fire, Druid, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229094-staff-of-fire,xdmg
4761,Staff of Fire,Very Rare,Staff,Required,"Resistance: Fire, Druid, Sorcerer, Warlock, or Wizard, Damage, Control, Combat, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4761-staff-of-fire,xdmg
9229095,Staff of Flowers,Common,Staff,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229095-staff-of-flowers,xdmg
27139,Staff of Flowers,Common,Staff,,Social,Xanathar's Guide to Everything,https://www.dndbeyond.com/magic-items/27139-staff-of-flowers,xdmg
9229096,Staff of Frost,Very Rare,Staff,Required,"Resistance: Cold, Druid, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229096-staff-of-frost,xdmg
4762,Staff of Frost,Very Rare,Staff,Required,"Resistance: Cold, Druid, Sorcerer, Warlock, or Wizard, Damage, Control, Combat, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4762-staff-of-frost,xdmg
9229097,Staff of Healing,Rare,Staff,Required,"Bard, Cleric, or Druid",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229097-staff-of-healing,xdmg
4763,Staff of Healing,Rare,Staff,Required,"Bard, Cleric, or Druid, Healing",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4763-staff-of-healing,xdmg
9229098,Staff of Power,Very Rare,Staff,Required,"Bonus: Magic, Bonus: Armor Class, Bonus: Saving Throws, Bonus: Spell Attacks, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229098-staff-of-power,xdmg
4764,Staff of Power,Very Rare,Staff,Required,"Damage: Force, Bonus: Saving Throws, Bonus: Armor Class, Bonus: Spell Attacks, Bonus: Magic, Sorcerer, Warlock, or Wizard, Damage, Control, Combat, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4764-staff-of-power,xdmg
8707553,Staff of Ruling,Rare,Staff,Required,,Quests from the Infinite Staircase,https://www.dndbeyond.com/magic-items/8707553-staff-of-ruling,qftis
4765,Staff of Striking,Very Rare,Staff,Required,"Bonus: Magic, Damage: Force, Damage, Combat",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4765-staff-of-striking,xdmg
9229099,Staff of Swarming Insects,Rare,Staff,Required,"Bard, Cleric, Druid, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229099-staff-of-swarming-insects,xdmg
4766,Staff of Swarming Insects,Rare,Staff,Required,"Bard, Cleric, Druid, Sorcerer, Warlock, or Wizard, Summoning, Control",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4766-staff-of-swarming-insects,xdmg
9229100,Staff of the Adder,Uncommon,Staff,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229100-staff-of-the-adder,xdmg
5406,Staff of the Adder,Uncommon,Staff,Required,"cleric, druid, or warlock, Summoning, Damage",Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5406-staff-of-the-adder,xdmg
21733,Staff of the Forgotten One,Artifact,Staff,Required,"Immunity: Blinded, Immunity: Charmed, Immunity: Deafened, Immunity: Frightened, Immunity: Petrified, Immunity: Stunned, Bonus: Magic, Damage: Necrotic, sorcerer, warlock, or wizard, Damage, Buff, Combat, Cursed",Tomb of Annihilation,https://www.dndbeyond.com/magic-items/21733-staff-of-the-forgotten-one,toa
9229101,Staff of the Magi,Legendary,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, Advantage: Saving Throws, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229101-staff-of-the-magi,xdmg
4767,Staff of the Magi,Legendary,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, Advantage: Saving Throws, Sorcerer, Warlock, or Wizard, Damage, Control, Detection, Combat, Deception, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4767-staff-of-the-magi,xdmg
9229102,Staff of the Python,Uncommon,Staff,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229102-staff-of-the-python,xdmg
4768,Staff of the Python,Uncommon,Staff,Required,"Cleric, Druid, or Warlock, Summoning, Control",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4768-staff-of-the-python,xdmg
7102440,Staff of the Rooted Hills,Rare,Staff,Required,"Bonus: Magic, Control, Communication",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102440-staff-of-the-rooted-hills,bgg
9229103,Staff of the Woodlands,Rare,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, Druid",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229103-staff-of-the-woodlands,xdmg
4769,Staff of the Woodlands,Rare,Staff,Required,"Bonus: Magic, Bonus: Spell Attacks, Druid, Creation, Control, Communication, Detection, Warding",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4769-staff-of-the-woodlands,xdmg
9229104,Staff of Thunder and Lightning,Very Rare,Staff,Required,"Bonus: Magic, Damage: Lightning, Damage: Lightning, Damage: Thunder",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229104-staff-of-thunder-and-lightning,xdmg
4770,Staff of Thunder and Lightning,Very Rare,Staff,Required,"Bonus: Magic, Deafened, Stunned, Damage, Control, Debuff, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4770-staff-of-thunder-and-lightning,xdmg
4771,Staff of Withering,Rare,Staff,Required,"Damage: Necrotic, Cleric, Druid, or Warlock, Damage, Debuff, Combat",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4771-staff-of-withering,xdmg
7526771,Starshot Crossbow,Rare,Weapon,Required,"Damage: Fire, Healing, Damage, Combat, Deception",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526771-starshot-crossbow,bmt
7247090,Statuette of Augury,Unknown Rarity,Wondrous Item,,Utility,Phandelver and Below: The Shattered Obelisk,https://www.dndbeyond.com/magic-items/7247090-statuette-of-augury,pabtso
3895577,Steel,Very Rare,Weapon,Required,"Bonus: Magic, Good-aligned Creature, Versatile, Sap",The Wild Beyond the Witchlight,https://www.dndbeyond.com/magic-items/3895577-steel,wbtw
9229105,Stone of Controlling Earth Elementals,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229105-stone-of-controlling-earth-elementals,xdmg
4772,Stone of Controlling Earth Elementals,Rare,Wondrous Item,,Summoning,Basic Rules (2014),https://www.dndbeyond.com/magic-items/4772-stone-of-controlling-earth-elementals,xdmg
254348,Stone of Golorr,Artifact,Wondrous Item,Required,,Waterdeep: Dragon Heist,https://www.dndbeyond.com/magic-items/254348-stone-of-golorr,wdh
4773,Stone of Good Luck (Luckstone),Uncommon,Wondrous Item,Required,"Bonus: Ability Checks, Bonus: Saving Throws, Bonus: Initiative, Buff",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/4773-stone-of-good-luck-luckstone,
9325,Stone of Ill Luck,Uncommon,Wondrous Item,Required,"Bonus: Ability Checks, Bonus: Saving Throws, Bonus: Initiative, Cursed",Tales from the Yawning Portal,https://www.dndbeyond.com/magic-items/9325-stone-of-ill-luck,tftyp
7102441,Stonebreaker's Breastplate,Legendary,Armor,Required,"Resistance: Bludgeoning, Resistance: Piercing, Resistance: Slashing, Immunity: Prone, Warding",Bigby Presents: Glory of the Giants,https://www.dndbeyond.com/magic-items/7102441-stonebreakers-breastplate,bgg
7526775,Stonemaker War Pick,Very Rare,Weapon,Required,"Bonus: Magic, Damage, Control, Movement, Combat, Versatile, Sap",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526775-stonemaker-war-pick,bmt
5537,Stonespeaker Crystal,Rare,Wondrous Item,Required,"Bonus: Passive Investigation, Advantage: Investigation, Communication, Detection",Out of the Abyss,https://www.dndbeyond.com/magic-items/5537-stonespeaker-crystal,oota
3001263,Stonky's Ring,Unknown Rarity,Ring,Required,"Control, Utility, Jewelry",Candlekeep Mysteries,https://www.dndbeyond.com/magic-items/3001263-stonkys-ring,cm
5585,Storm Boomerang,Uncommon,Weapon,,"Damage: Thunder, Stunned, Damage, Range",Princes of the Apocalypse,https://www.dndbeyond.com/magic-items/5585-storm-boomerang,pota
4239824,Strixhaven Pennant,Common,Wondrous Item,,,Strixhaven: A Curriculum of Chaos,https://www.dndbeyond.com/magic-items/4239824-strixhaven-pennant,scc
9229110,Sun Blade,Rare,Weapon,Required,"Bonus: Magic, Weapon Property: Finesse, Replace Damage Type: Radiant, Damage: Radiant, Versatile, Sap",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229110-sun-blade,xdmg
4774,Sun Blade,Rare,Weapon,Required,"Bonus: Magic, Damage: Radiant, Replace Damage Type: Radiant, Weapon Property: Finesse, Damage, Combat, Versatile, Sap",Basic Rules (2014),https://www.dndbeyond.com/magic-items/4774-sun-blade,xdmg
7526776,Sun Staff,Rare,Staff,Required,"Bonus: Magic, Damage: Fire, Cleric, Druid, or Wizard, Damage, Utility, Combat",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526776-sun-staff,bmt
316786,Sunforger,Rare,Weapon,Required,"Bonus: Magic, Versatile, Push",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316786-sunforger,ggr
5532,Sunsword,Legendary,Weapon,Required,"Bonus: Magic, Damage: Radiant, Weapon Property: Finesse, Replace Damage Type: Radiant, Damage, Combat, Versatile, Sap",Curse of Strahd,https://www.dndbeyond.com/magic-items/5532-sunsword,cos
9229111,Sword of Answering,Legendary,Weapon,Required,"Bonus: Magic, Versatile, Sap",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229111-sword-of-answering,xdmg
5506,Sword of Answering,Legendary,Weapon,Required,"Bonus: Magic, creature with the same alignment as the sword, Damage, Control, Combat, Versatile, Sap",Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5506-sword-of-answering,xdmg
9229112,Sword of Kas,Artifact,Weapon,Required,"Bonus: Magic, Bonus: Initiative, Resistance: Necrotic, Damage: Slashing, Versatile, Sap",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229112-sword-of-kas,xdmg
5427,Sword of Kas,Artifact,Weapon,Required,"Bonus: Magic, Bonus: Initiative, Damage, Buff, Debuff, Combat, Cursed, Versatile, Sap",Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/5427-sword-of-kas,xdmg
9229113,Sword of Life Stealing,Rare,Weapon,Required,"Bonus: Temporary Hit Points, Damage: Necrotic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229113-sword-of-life-stealing,xdmg
5390,Sword of Life Stealing,Rare,Weapon,Required,"Damage: Necrotic, Bonus: Temporary Hit Points, Healing, Damage, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/5390-sword-of-life-stealing,xdmg
9229114,Sword of Sharpness,Very Rare,Weapon,Required,Damage: Slashing,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229114-sword-of-sharpness,xdmg
5391,Sword of Sharpness,Very Rare,Weapon,Required,"Damage: Slashing, Damage, Combat",Basic Rules (2014),https://www.dndbeyond.com/magic-items/5391-sword-of-sharpness,xdmg
316788,Sword of the Paruns,Very Rare,Weapon,Required,"Bonus: Magic, Versatile, Sap",Guildmasters’ Guide to Ravnica,https://www.dndbeyond.com/magic-items/316788-sword-of-the-paruns,ggr
7526777,Sword of the Planes,Legendary,Weapon,Required,"Bonus: Magic, Teleportation, Damage, Exploration, Combat",The Book of Many Things,https://www.dndbeyond.com/magic-items/7526777-sword-of-the-planes,bmt
5505,Sword of Vengeance,Uncommon,Weapon,Required,"Bonus: Magic, Damage, Combat, Cursed",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/5505-sword-of-vengeance,xdmg
9229115,Sword of Wounding,Rare,Weapon,Required,Damage: Necrotic,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229115-sword-of-wounding,xdmg
