ID,NAME,SLUG,NAME_LOWER,RARITY,TYPE,ATTUNEMENT,NOTES,SOURCE,URL,SOURCE_SHORT
9228414,Daern's Instant Fortress,daerns-instant-fortress,daern's instant fortress,Rare,Wondrous Item,Required,"Immunity: Bludgeoning, Immunity: Piercing, Immunity: Slashing, Resistance: All",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228414-daerns-instant-fortress,xdmg
9228415,Dagger of Venom,dagger-of-venom,dagger of venom,Rare,Weapon,,"Bonus: Magic, Damage: Poison, Poisoned, Finesse, Light, Thrown, Nick",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228415-dagger-of-venom,xdmg
9228417,Dark Shard Amulet,dark-shard-amulet,dark shard amulet,Common,Wondrous Item,Required,Warlock,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228417-dark-shard-amulet,xdmg
9228419,Decanter of Endless Water,decanter-of-endless-water,decanter of endless water,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228419-decanter-of-endless-water,xdmg
9228420,Deck of Illusions,deck-of-illusions,deck of illusions,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228420-deck-of-illusions,xdmg
9228421,Deck of Many Things,deck-of-many-things,deck of many things,Legendary,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228421-deck-of-many-things,xdmg
9228450,Defender,defender,defender,Legendary,Weapon,Required,Bonus: Magic,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228450-defender,xdmg
9228451,Demon Armor,demon-armor,demon armor,Very Rare,Armor,Required,"Language: Abyssal, Bonus: Armor Class, Damage: Slashing, Bonus: Magic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228451-demon-armor,xdmg
9228464,Demonomicon of Iggwilv,demonomicon-of-iggwilv,demonomicon of iggwilv,Artifact,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228464-demonomicon-of-iggwilv,xdmg
9228465,Dimensional Shackles,dimensional-shackles,dimensional shackles,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228465-dimensional-shackles,xdmg
9228477,Dragon Scale Mail,dragon-scale-mail,dragon scale mail,Very Rare,Armor,Required,"Bonus: Armor Class, Advantage: Saving Throws, Resistance: Acid, Resistance: Cold, Resistance: Fire, Resistance: Lightning, Resistance: Poison, Stealth Disadvantage",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228477-dragon-scale-mail,xdmg
9228520,Dragon Slayer,dragon-slayer,dragon slayer,Rare,Weapon,,"Bonus: Magic, Damage: Additional",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228520-dragon-slayer,xdmg
9228521,Driftglobe,driftglobe,driftglobe,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228521-driftglobe,xdmg
9228522,Dust of Disappearance,dust-of-disappearance,dust of disappearance,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228522-dust-of-disappearance,xdmg
9228523,Dust of Dryness,dust-of-dryness,dust of dryness,Uncommon,Wondrous Item,,Damage: Necrotic,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228523-dust-of-dryness,xdmg
9228524,Dust of Sneezing and Choking,dust-of-sneezing-and-choking,dust of sneezing and choking,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228524-dust-of-sneezing-and-choking,xdmg
9228527,Dwarven Plate,dwarven-plate,dwarven plate,Very Rare,Armor,,Bonus: Armor Class,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228527-dwarven-plate,xdmg
9228528,Efreeti Bottle,efreeti-bottle,efreeti bottle,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228528-efreeti-bottle,xdmg
9228530,Efreeti Chain,efreeti-chain,efreeti chain,Legendary,Armor,Required,"Bonus: Armor Class, Language: Primordial, Immunity: Fire",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228530-efreeti-chain,xdmg
9228536,Elemental Gem,elemental-gem,elemental gem,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228536-elemental-gem,xdmg
9228539,Elven Chain,elven-chain,elven chain,Rare,Armor,,"Bonus: Armor Class, Proficiency: Self",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228539-elven-chain,xdmg
9228541,Enspelled Armor,enspelled-armor,enspelled armor,Varies,Armor,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228541-enspelled-armor,xdmg
9228594,Enspelled Staff,enspelled-staff,enspelled staff,Varies,Staff,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228594-enspelled-staff,xdmg
9228599,Enspelled Weapon,enspelled-weapon,enspelled weapon,Varies,Weapon,Required,"Versatile, Topple",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228599-enspelled-weapon,xdmg
9228601,Ersatz Eye,ersatz-eye,ersatz eye,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228601-ersatz-eye,xdmg
9228602,Eversmoking Bottle,eversmoking-bottle,eversmoking bottle,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228602-eversmoking-bottle,xdmg
9228603,Executioner's Axe,executioners-axe,executioner's axe,Very Rare,Weapon,,"Bonus: Magic, Damage: Slashing, Bonus: Temporary Hit Points, Versatile, Topple",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228603-executioners-axe,xdmg
9228608,Eye and Hand of Vecna,eye-and-hand-of-vecna,eye and hand of vecna,Artifact,Wondrous Item,Required,"Set Base: Truesight, Set: Strength Score, Immunity: Poison, Immunity: Poisoned, Advantage: Initiative, Damage: Cold, Damage: Necrotic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228608-eye-and-hand-of-vecna,xdmg
9228610,Eyes of Charming,eyes-of-charming,eyes of charming,Uncommon,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228610-eyes-of-charming,xdmg
9228611,Eyes of Minute Seeing,eyes-of-minute-seeing,eyes of minute seeing,Uncommon,Wondrous Item,,"Advantage: Investigation, Set Base: Darkvision",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228611-eyes-of-minute-seeing,xdmg
9228621,Figurine of Wondrous Power,figurine-of-wondrous-power,figurine of wondrous power,Varies,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228621-figurine-of-wondrous-power,xdmg
9228647,Flame Tongue,flame-tongue,flame tongue,Rare,Weapon,Required,Damage: Fire,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228647-flame-tongue,xdmg
9228649,Folding Boat,folding-boat,folding boat,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228649-folding-boat,xdmg
9228651,Frost Brand,frost-brand,frost brand,Very Rare,Weapon,Required,"Damage: Cold, Resistance: Fire",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228651-frost-brand,xdmg
9228652,Gem of Brightness,gem-of-brightness,gem of brightness,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228652-gem-of-brightness,xdmg
9228653,Gem of Seeing,gem-of-seeing,gem of seeing,Rare,Wondrous Item,Required,Sense: Truesight,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228653-gem-of-seeing,xdmg
9228697,Gloves of Missile Snaring,gloves-of-missile-snaring,gloves of missile snaring,Uncommon,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228697-gloves-of-missile-snaring,xdmg
9228705,Hag Eye,hag-eye,hag eye,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228705-hag-eye,xdmg
9228714,Hammer of Thunderbolts,hammer-of-thunderbolts,hammer of thunderbolts,Legendary,Weapon,Required,"Bonus: Magic, Stacking Bonus: Strength Score, Weapon Property: Thrown, Bonus: Ability Score Maximum",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228714-hammer-of-thunderbolts,xdmg
9228718,Hat of Wizardry,hat-of-wizardry,hat of wizardry,Common,Wondrous Item,Required,Wizard,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228718-hat-of-wizardry,xdmg
9228720,Helm of Brilliance,helm-of-brilliance,helm of brilliance,Very Rare,Wondrous Item,Required,"Resistance: Fire, Damage: Radiant",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228720-helm-of-brilliance,xdmg
9228721,Helm of Telepathy,helm-of-telepathy,helm of telepathy,Uncommon,Wondrous Item,Required,Language: Telepathy,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228721-helm-of-telepathy,xdmg
9228722,Heward's Handy Haversack,hewards-handy-haversack,heward's handy haversack,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228722-hewards-handy-haversack,xdmg
9228723,Heward's Handy Spice Pouch,hewards-handy-spice-pouch,heward's handy spice pouch,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228723-hewards-handy-spice-pouch,xdmg
9228774,Holy Avenger,holy-avenger,holy avenger,Legendary,Weapon,Required,"Bonus: Magic, Damage: Radiant, Paladin",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228774-holy-avenger,xdmg
9228775,Horn of Blasting,horn-of-blasting,horn of blasting,Rare,Wondrous Item,,Damage: Thunder,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228775-horn-of-blasting,xdmg
9228776,Horn of Silent Alarm,horn-of-silent-alarm,horn of silent alarm,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228776-horn-of-silent-alarm,xdmg
9228781,Horn of Valhalla,horn-of-valhalla,horn of valhalla,Varies,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228781-horn-of-valhalla,xdmg
9228782,Horseshoes of a Zephyr,horseshoes-of-a-zephyr,horseshoes of a zephyr,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228782-horseshoes-of-a-zephyr,xdmg
9228783,Horseshoes of Speed,horseshoes-of-speed,horseshoes of speed,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228783-horseshoes-of-speed,xdmg
9228785,Immovable Rod,immovable-rod,immovable rod,Uncommon,Rod,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228785-immovable-rod,xdmg
9228786,Instrument of Illusions,instrument-of-illusions,instrument of illusions,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228786-instrument-of-illusions,xdmg
9228787,Instrument of Scribing,instrument-of-scribing,instrument of scribing,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228787-instrument-of-scribing,xdmg
9228788,Instrument of the Bards,instrument-of-the-bards,instrument of the bards,Varies,Wondrous Item,Required,Bard,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228788-instrument-of-the-bards,xdmg
9228804,Ioun Stone,ioun-stone,ioun stone,Varies,Wondrous Item,Required,,Dungeon Master’s Guide (2014),https://www.dndbeyond.com/magic-items/9228804-ioun-stone,xdmg
9228805,Iron Bands of Bilarro,iron-bands-of-bilarro,iron bands of bilarro,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228805-iron-bands-of-bilarro,xdmg
9228806,Iron Flask,iron-flask,iron flask,Legendary,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228806-iron-flask,xdmg
9228807,Javelin of Lightning,javelin-of-lightning,javelin of lightning,Uncommon,Weapon,,"Damage: Lightning, Thrown, Slow",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228807-javelin-of-lightning,xdmg
9228809,Keoghtom's Ointment,keoghtoms-ointment,keoghtom's ointment,Uncommon,Wondrous Item,,Bonus: Hit Points,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228809-keoghtoms-ointment,xdmg
9228811,Lantern of Revealing,lantern-of-revealing,lantern of revealing,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228811-lantern-of-revealing,xdmg
9228832,Luck Blade,luck-blade,luck blade,Legendary,Weapon,Required,"Bonus: Magic, Bonus: Saving Throws",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228832-luck-blade,xdmg
9228833,Lute of Thunderous Thumping,lute-of-thunderous-thumping,lute of thunderous thumping,Very Rare,Weapon,,"Damage: Thunder, Light, Slow",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228833-lute-of-thunderous-thumping,xdmg
9228835,Mace of Terror,mace-of-terror,mace of terror,Rare,Weapon,Required,Sap,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228835-mace-of-terror,xdmg
9228837,Mariner's Armor,mariners-armor,mariner's armor,Uncommon,Armor,,Bonus: Speed (Swimming),Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228837-mariners-armor,xdmg
9228851,Mirror of Life Trapping,mirror-of-life-trapping,mirror of life trapping,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228851-mirror-of-life-trapping,xdmg
9228858,Moonblade,moonblade,moonblade,Legendary,Weapon,Required,"Bonus: Magic, Creature of the Weapon's Choice",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228858-moonblade,xdmg
9228861,Necklace of Fireballs,necklace-of-fireballs,necklace of fireballs,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228861-necklace-of-fireballs,xdmg
9228862,Necklace of Prayer Beads,necklace-of-prayer-beads,necklace of prayer beads,Rare,Wondrous Item,Required,"Cleric, Druid, or Paladin",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228862-necklace-of-prayer-beads,xdmg
9228905,Nolzur's Marvelous Pigments,nolzurs-marvelous-pigments,nolzur's marvelous pigments,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228905-nolzurs-marvelous-pigments,xdmg
9228907,Oathbow,oathbow,oathbow,Very Rare,Weapon,Required,"Damage: Piercing, Damage, Combat, Bane",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228907-oathbow,xdmg
9228908,Oil of Sharpness,oil-of-sharpness,oil of sharpness,Very Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228908-oil-of-sharpness,xdmg
9228909,Oil of Slipperiness,oil-of-slipperiness,oil of slipperiness,Uncommon,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228909-oil-of-slipperiness,xdmg
9228911,Orb of Direction,orb-of-direction,orb of direction,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228911-orb-of-direction,xdmg
9228912,Orb of Dragonkind,orb-of-dragonkind,orb of dragonkind,Artifact,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228912-orb-of-dragonkind,xdmg
9228913,Orb of Time,orb-of-time,orb of time,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228913-orb-of-time,xdmg
9228918,Pearl of Power,pearl-of-power,pearl of power,Uncommon,Wondrous Item,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228918-pearl-of-power,xdmg
9228919,Perfume of Bewitching,perfume-of-bewitching,perfume of bewitching,Common,Wondrous Item,,"Advantage: Deception, Advantage: Persuasion",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228919-perfume-of-bewitching,xdmg
9228920,Periapt of Health,periapt-of-health,periapt of health,Uncommon,Wondrous Item,Required,"Advantage: Saving Throws, Bonus: Hit Points",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228920-periapt-of-health,xdmg
9228921,Periapt of Wound Closure,periapt-of-wound-closure,periapt of wound closure,Uncommon,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228921-periapt-of-wound-closure,xdmg
9228922,Philter of Love,philter-of-love,philter of love,Uncommon,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228922-philter-of-love,xdmg
9228924,Pipe of Smoke Monsters,pipe-of-smoke-monsters,pipe of smoke monsters,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228924-pipe-of-smoke-monsters,xdmg
9228925,Pipes of Haunting,pipes-of-haunting,pipes of haunting,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228925-pipes-of-haunting,xdmg
9228926,Pipes of the Sewers,pipes-of-the-sewers,pipes of the sewers,Uncommon,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228926-pipes-of-the-sewers,xdmg
9228928,Plate Armor of Etherealness,plate-armor-of-etherealness,plate armor of etherealness,Legendary,Armor,Required,"Str. 15 Required, Stealth Disadvantage",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228928-plate-armor-of-etherealness,xdmg
9228930,Pole of Angling,pole-of-angling,pole of angling,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228930-pole-of-angling,xdmg
9228931,Pole of Collapsing,pole-of-collapsing,pole of collapsing,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228931-pole-of-collapsing,xdmg
9228932,Portable Hole,portable-hole,portable hole,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228932-portable-hole,xdmg
9228933,Potion of Animal Friendship,potion-of-animal-friendship,potion of animal friendship,Uncommon,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228933-potion-of-animal-friendship,xdmg
9228934,Potion of Greater Invisibility,potion-of-greater-invisibility,potion of greater invisibility,Very Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228934-potion-of-greater-invisibility,xdmg
9228935,Potion of Invisibility,potion-of-invisibility,potion of invisibility,Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228935-potion-of-invisibility,xdmg
9228936,Potion of Mind Reading,potion-of-mind-reading,potion of mind reading,Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228936-potion-of-mind-reading,xdmg
9228937,Potion of Poison,potion-of-poison,potion of poison,Uncommon,Potion,,Damage: Poison,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228937-potion-of-poison,xdmg
9228938,Potion of Pugilism,potion-of-pugilism,potion of pugilism,Uncommon,Potion,,Damage: Force,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228938-potion-of-pugilism,xdmg
9228939,Potion of Speed,potion-of-speed,potion of speed,Very Rare,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228939-potion-of-speed,xdmg
9228940,Potion of Water Breathing,potion-of-water-breathing,potion of water breathing,Uncommon,Potion,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228940-potion-of-water-breathing,xdmg
9228941,Prosthetic Limb,prosthetic-limb,prosthetic limb,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228941-prosthetic-limb,xdmg
9228948,Quaal's Feather Token,quaals-feather-token,quaal's feather token,Varies,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228948-quaals-feather-token,xdmg
9228958,Ring of Animal Influence,ring-of-animal-influence,ring of animal influence,Rare,Ring,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228958-ring-of-animal-influence,xdmg
9228959,Ring of Djinni Summoning,ring-of-djinni-summoning,ring of djinni summoning,Legendary,Ring,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228959-ring-of-djinni-summoning,xdmg
9228964,Ring of Elemental Command,ring-of-elemental-command,ring of elemental command,Legendary,Ring,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228964-ring-of-elemental-command,xdmg
9228965,Ring of Invisibility,ring-of-invisibility,ring of invisibility,Legendary,Ring,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228965-ring-of-invisibility,xdmg
9228966,Ring of Jumping,ring-of-jumping,ring of jumping,Uncommon,Ring,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228966-ring-of-jumping,xdmg
9228967,Ring of Mind Shielding,ring-of-mind-shielding,ring of mind shielding,Uncommon,Ring,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228967-ring-of-mind-shielding,xdmg
9228968,Ring of Shooting Stars,ring-of-shooting-stars,ring of shooting stars,Very Rare,Ring,Required,Damage: Radiant,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228968-ring-of-shooting-stars,xdmg
9228969,Ring of Spell Turning,ring-of-spell-turning,ring of spell turning,Legendary,Ring,Required,Advantage: Saving Throws,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228969-ring-of-spell-turning,xdmg
9228970,Ring of Telekinesis,ring-of-telekinesis,ring of telekinesis,Very Rare,Ring,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228970-ring-of-telekinesis,xdmg
9228971,Ring of the Ram,ring-of-the-ram,ring of the ram,Rare,Ring,Required,Damage: Force,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228971-ring-of-the-ram,xdmg
9228972,Ring of Warmth,ring-of-warmth,ring of warmth,Uncommon,Ring,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228972-ring-of-warmth,xdmg
9228973,Ring of Water Walking,ring-of-water-walking,ring of water walking,Uncommon,Ring,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228973-ring-of-water-walking,xdmg
9228974,Ring of X-ray Vision,ring-of-x-ray-vision,ring of x-ray vision,Rare,Ring,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228974-ring-of-x-ray-vision,xdmg
9228975,Rival Coin,rival-coin,rival coin,Common,Wondrous Item,,Damage: Psychic,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228975-rival-coin,xdmg
9228976,Robe of Eyes,robe-of-eyes,robe of eyes,Rare,Wondrous Item,Required,"Advantage: Perception, Sense: Darkvision, Sense: Truesight",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228976-robe-of-eyes,xdmg
9228977,Robe of Scintillating Colors,robe-of-scintillating-colors,robe of scintillating colors,Very Rare,Wondrous Item,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228977-robe-of-scintillating-colors,xdmg
9228978,Robe of Stars,robe-of-stars,robe of stars,Very Rare,Wondrous Item,Required,Bonus: Saving Throws,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228978-robe-of-stars,xdmg
9228979,Robe of Useful Items,robe-of-useful-items,robe of useful items,Uncommon,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228979-robe-of-useful-items,xdmg
9228980,Rod of Alertness,rod-of-alertness,rod of alertness,Very Rare,Rod,Required,"Advantage: Perception, Advantage: Initiative",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228980-rod-of-alertness,xdmg
9228981,Rod of Lordly Might,rod-of-lordly-might,rod of lordly might,Legendary,Rod,Required,"Bonus: Magic, Damage: Necrotic",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228981-rod-of-lordly-might,xdmg
9228982,Rod of Rulership,rod-of-rulership,rod of rulership,Rare,Rod,Required,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228982-rod-of-rulership,xdmg
9228983,Rod of Security,rod-of-security,rod of security,Very Rare,Rod,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228983-rod-of-security,xdmg
9228987,Rod of the Pact Keeper,rod-of-the-pact-keeper,rod of the pact keeper,Varies,Rod,Required,Warlock,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228987-rod-of-the-pact-keeper,xdmg
9228988,Rope of Climbing,rope-of-climbing,rope of climbing,Uncommon,Wondrous Item,,Advantage: Athletics,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228988-rope-of-climbing,xdmg
9228989,Rope of Entanglement,rope-of-entanglement,rope of entanglement,Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228989-rope-of-entanglement,xdmg
9228990,Rope of Mending,rope-of-mending,rope of mending,Common,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228990-rope-of-mending,xdmg
9228991,Ruby of the War Mage,ruby-of-the-war-mage,ruby of the war mage,Common,Wondrous Item,Required,Spellcaster,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228991-ruby-of-the-war-mage,xdmg
9228997,Scarab of Protection,scarab-of-protection,scarab of protection,Legendary,Wondrous Item,Required,"Bonus: Armor Class, Advantage: Saving Throws",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9228997-scarab-of-protection,xdmg
9229016,Scroll of Protection,scroll-of-protection,scroll of protection,Rare,Scroll,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229016-scroll-of-protection,xdmg
9229017,Scroll of Titan Summoning,scroll-of-titan-summoning,scroll of titan summoning,Legendary,Scroll,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229017-scroll-of-titan-summoning,xdmg
9229070,Silvered Weapon,silvered-weapon,silvered weapon,Common,Weapon,,"Light, Slow",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229070-silvered-weapon,xdmg
9229074,Sovereign Glue,sovereign-glue,sovereign glue,Legendary,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229074-sovereign-glue,xdmg
9229085,Spell Scroll,spell-scroll,spell scroll,Varies,Scroll,,"Utility, Consumable",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229085-spell-scroll,xdmg
9229086,Sphere of Annihilation,sphere-of-annihilation,sphere of annihilation,Legendary,Wondrous Item,,Damage: Force,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229086-sphere-of-annihilation,xdmg
9229087,Spirit Board,spirit-board,spirit board,Very Rare,Wondrous Item,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229087-spirit-board,xdmg
9229092,Staff of Birdcalls,staff-of-birdcalls,staff of birdcalls,Common,Staff,,,Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229092-staff-of-birdcalls,xdmg
9229093,Staff of Charming,staff-of-charming,staff of charming,Rare,Staff,Required,"Bard, Cleric, Druid, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229093-staff-of-charming,xdmg
9229094,Staff of Fire,staff-of-fire,staff of fire,Very Rare,Staff,Required,"Resistance: Fire, Druid, Sorcerer, Warlock, or Wizard",Dungeon Master’s Guide,https://www.dndbeyond.com/magic-items/9229094-staff-of-fire,xdmg
