ID,NAME,NAME_LOWER,LEVEL,CASTING_TIME,RANGE,AREA,AREA_SHAPE,COMPONENTS,MATERIAL_COMPONENTS,DURATION,SCHOOL,ATTACK_SAVE,DAMAGE_EFFECT,CLASSES,SOURCE,URL,SOURCE_SHORT,SLUG
2299,Web,web,2nd,1 Action,60 ft.,20 ft.,cube,"V, S, M",a bit of spiderweb,1 Hour,Legacy,DEX Save,Restrained,"[""ARTIFICER"", ""CIRCLE OF THE HIVE"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (UNDERDARK) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2299-web,xphb,web
2300,Weird,weird,9th,1 Action,120 ft.,30 ft.,sphere,"V, S",,1 Minute,Legacy,WIS Save,Psychic,"[""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2300-weird,xphb,weird
2301,Wind Walk,wind walk,6th,1 Minute,30 ft.,,,"V, S, M",fire and holy water,8 Hours,Legacy,,Buff (...),"[""DRUID (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2301-wind-walk,xphb,wind-walk
2302,Wind Wall,wind wall,3rd,1 Action,120 ft.,,,"V, S, M",a tiny fan and a feather of exotic origin,1 Minute,Legacy,STR Save,Bludgeoning,"[""ARTILLERIST"", ""THE GENIE"", ""DRUID (LEGACY)"", ""RANGER (LEGACY)"", ""NATURE DOMAIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2302-wind-wall,xphb,wind-wall
2303,Wish,wish,9th,1 Action,Self,,,V,,Instantaneous,Legacy,,Buff (...),"[""THE GENIE"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2303-wish,xphb,wish
2323,Witch Bolt,witch bolt,1st,1 Action,30 ft.,,,"V, S, M",,1 Minute,Legacy,Ranged,Lightning,[],,https://www.dndbeyond.com/spells/2323-witch-bolt,xphb,witch-bolt
14618,Word of Radiance,word of radiance,Cantrip,1 Action,5 ft.,,,"V, M",,Instantaneous,Legacy,CON Save,Radiant,[],,https://www.dndbeyond.com/spells/14618-word-of-radiance,xphb,word-of-radiance
2304,Word of Recall,word of recall,6th,1 Action,5 ft.,,,V,,Instantaneous,Legacy,,Teleportation,"[""CLERIC (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2304-word-of-recall,xphb,word-of-recall
2324,Wrathful Smite,wrathful smite,1st,1 Bonus Action,Self,,,V,,1 Minute,Legacy,WIS Save,Psychic,[],,https://www.dndbeyond.com/spells/2324-wrathful-smite,xphb,wrathful-smite
2305,Zone of Truth,zone of truth,2nd,1 Action,60 ft.,15 ft.,sphere,"V, S",,10 Minutes,Legacy,CHA Save,Control,"[""OATH OF THE CROWN"", ""ORDER DOMAIN"", ""CIRCLE OF WICKER (2014)"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""PALADIN (LEGACY)"", ""OATH OF DEVOTION (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2305-zone-of-truth,xphb,zone-of-truth
1988,Acid Arrow,acid arrow,2nd,1 Action,90 ft.,,,"V, S, M",powdered rhubarb leaf and an adder’s stomach,Instantaneous,Legacy,Ranged,Acid (...),"[""ALCHEMIST"", ""WIZARD (LEGACY)"", ""CIRCLE OF THE LAND (SWAMP) (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/1988-acid-arrow,xphb,acid-arrow
2002,Arcane Hand,arcane hand,5th,1 Action,120 ft.,,,"V, S, M",an eggshell and a snakeskin glove,1 Minute,Legacy,,Force (...),"[""THE GREAT FOOL (2014)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2002-arcane-hand,xphb,arcane-hand
2005,Arcanist's Magic Aura,arcanist's magic aura,2nd,1 Action,Touch,,,"V, S, M",a small square of silk,24 Hours,Legacy,,Deception,"[""ARCANA DOMAIN"", ""ILLRIGGER"", ""OATH OF THE SPELLDRINKER"", ""OATH OF THE SPELLDRINKER"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2005-arcanists-magic-aura,xphb,arcanists-magic-aura
2014,Black Tentacles,black tentacles,4th,1 Action,90 ft.,20 ft.,square,"V, S, M",a piece of tentacle from a giant octopus or a giant squid,1 Minute,Legacy,DEX Save,Bludgeoning,"[""CIRCLE OF SHADOWS"", ""SHADOW DOMAIN"", ""THE MANY"", ""THE MANY"", ""WIZARD (LEGACY)"", ""THE GREAT OLD ONE (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2014-black-tentacles,xphb,black-tentacles
2326,Branding Smite,branding smite,2nd,1 Bonus Action,Self,,,V,,1 Minute,Legacy,,Radiant,"[""THE HEXBLADE"", ""THE HEXBLADE (XGTE)"", ""BATTLE SMITH"", ""PALADIN (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2326-branding-smite,,branding-smite
2092,Faithful Hound,faithful hound,4th,1 Action,30 ft.,,,"V, S, M","a tiny silver whistle, a piece of bone, and a thread",8 Hours,Legacy,Melee,Piercing,"[""COMMUNITY DOMAIN"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2092-faithful-hound,xphb,faithful-hound
2096,Feeblemind,feeblemind,8th,1 Action,150 ft.,,,"V, S, M","a handful of clay, crystal, glass, or mineral spheres",Instantaneous,Legacy,INT Save,Psychic,"[""BARD (LEGACY)"", ""DRUID (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2096-feeblemind,,feeblemind
2110,Floating Disk,floating disk,1st,1 Action,30 ft.,,,"V, S, M",a drop of mercury,1 Hour,Legacy,,Movement (...),"[""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2110-floating-disk,xphb,floating-disk
2117,Freezing Sphere,freezing sphere,6th,1 Action,300 ft.,60 ft.,sphere,"V, S, M",a small crystal sphere,Instantaneous,Legacy,CON Save,Cold,"[""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2117-freezing-sphere,xphb,freezing-sphere
2145,Hideous Laughter,hideous laughter,1st,1 Action,30 ft.,,,"V, S, M",tiny tarts and a feather that is waved in the air,1 Minute,Legacy,WIS Save,Prone (...),"[""THE GREAT FOOL (2014)"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)"", ""THE GREAT OLD ONE (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2145-hideous-laughter,xphb,hideous-laughter
2158,Instant Summons,instant summons,6th,1 Minute,Touch,,,"V, S, M","a sapphire worth 1,000 gp",Until Dispelled,Legacy,,Detection (...),"[""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2158-instant-summons,xphb,instant-summons
2179,Magnificent Mansion,magnificent mansion,7th,1 Minute,300 ft.,*,cube,"V, S, M","a miniature portal carved from ivory, a small piece of polished marble, and a tiny silver spoon, each item worth at least 5 gp",24 Hours,Legacy,,Exploration (...),"[""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2179-magnificent-mansion,xphb,magnificent-mansion
2216,Private Sanctum,private sanctum,4th,10 Minutes,120 ft.,*,cube,"V, S, M","a thin sheet of lead, a piece of opaque glass, a wad of cotton or cloth, and powdered chrysolite",24 Hours,Legacy,,Control,"[""CIRCLE OF THE OLD WAYS (2014)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2216-private-sanctum,xphb,private-sanctum
2230,Resilient Sphere,resilient sphere,4th,1 Action,30 ft.,*,sphere,"V, S, M",a hemispherical piece of clear crystal and a matching hemispherical piece of gum arabic,1 Minute,Legacy,DEX Save,Control (...),"[""OATH OF REDEMPTION"", ""OATH OF THE SPELLDRINKER"", ""OATH OF THE SPELLDRINKER"", ""OATH OF THE HARVEST"", ""OATH OF THE HARVEST (HGTMH1)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2230-resilient-sphere,xphb,resilient-sphere
2240,Secret Chest,secret chest,4th,1 Action,Touch,,,"V, S, M","an exquisite chest, 3 feet by 2 feet by 2 feet, constructed from rare materials worth at least 5,000 gp, and a Tiny replica made from the same materials worth at least 50 gp",Instantaneous,Legacy,,Utility,"[""ARCANA DOMAIN"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2240-secret-chest,xphb,secret-chest
2274,Telepathic Bond,telepathic bond,5th,1 Action,30 ft.,,,"V, S, M",pieces of eggshell from two different kinds of creatures,1 Hour,Legacy,,Communication,"[""COMMUNITY DOMAIN"", ""KEEPER DOMAIN"", ""THE MANY"", ""THE MANY"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2274-telepathic-bond,xphb,telepathic-bond
2280,Tiny Hut,tiny hut,3rd,1 Minute,Self,10 ft.,sphere,"V, S, M",a small crystal bead,8 Hours,Legacy,,Utility,"[""CIRCLE OF WICKER (2014)"", ""BARD (LEGACY)"", ""WIZARD (LEGACY)""]",Basic Rules (2014),https://www.dndbeyond.com/spells/2280-tiny-hut,xphb,tiny-hut
2158657,Spirit of Death,spirit of death,4th,1 Action,60 ft.,,,"V, S, M",,1 Hour,Necromancy,,Summoning,[],,https://www.dndbeyond.com/spells/2158657-spirit-of-death,bmt,spirit-of-death
1239806,Wither and Bloom,wither and bloom,2nd,1 Action,60 ft.,10 ft. *,sphere,"V, S, M",,Instantaneous,Necromancy,CON Save,Necrotic,[],,https://www.dndbeyond.com/spells/1239806-wither-and-bloom,scc,wither-and-bloom
718581,Spirit Shroud,spirit shroud,3rd,1 Bonus Action,Self,,,"V, S",,1 Minute,Necromancy,,Cold (...),[],,https://www.dndbeyond.com/spells/718581-spirit-shroud,tce,spirit-shroud
14758,Cause Fear,cause fear,1st,1 Action,60 ft.,,,V,,1 Minute,Necromancy,WIS Save,Frightened,[],,https://www.dndbeyond.com/spells/14758-cause-fear,xge,cause-fear
14830,Danse Macabre,danse macabre,5th,1 Action,60 ft.,,,"V, S",,1 Hour,Necromancy,,Control (...),[],,https://www.dndbeyond.com/spells/14830-danse-macabre,xge,danse-macabre
14869,Enervation,enervation,5th,1 Action,60 ft.,,,"V, S",,1 Minute,Necromancy,DEX Save,Necrotic,[],,https://www.dndbeyond.com/spells/14869-enervation,xge,enervation
14880,Life Transference,life transference,3rd,1 Action,30 ft.,,,"V, S",,Instantaneous,Necromancy,,Necrotic,[],,https://www.dndbeyond.com/spells/14880-life-transference,xge,life-transference
14519,Negative Energy Flood,negative energy flood,5th,1 Action,60 ft.,,,"V, M",,Instantaneous,Necromancy,CON Save,Necrotic,[],,https://www.dndbeyond.com/spells/14519-negative-energy-flood,xge,negative-energy-flood
14596,Shadow of Moil,shadow of moil,4th,1 Action,Self,,,"V, S, M",,1 Minute,Necromancy,,Necrotic,[],,https://www.dndbeyond.com/spells/14596-shadow-of-moil,xge,shadow-of-moil
14601,Soul Cage,soul cage,6th,1 Reaction *,60 ft.,,,"V, S, M",,8 Hours,Necromancy,,Buff (...),[],,https://www.dndbeyond.com/spells/14601-soul-cage,xge,soul-cage
2618853,Animate Dead,animate dead,3rd,1 Minute,10 ft.,,,"V, S, M","a drop of blood, a piece of flesh, and a pinch of bone dust",Instantaneous,Necromancy,,Creation,"[""CLERIC"", ""WIZARD"", ""DEATH DOMAIN (DMG)"", ""CIRCLE OF SPORES (TCOE)"", ""OATHBREAKER (DMG)"", ""CLERIC (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618853-animate-dead,xphb,animate-dead
2618878,Astral Projection,astral projection,9th,1 Hour,10 ft.,,,"V, S, M","for each of the spell’s targets, one jacinth worth 1,000+ GP and one silver bar worth 100+ GP, all of which the spell consumes",Until Dispelled,Necromancy,,Teleportation,"[""CLERIC"", ""WARLOCK"", ""WIZARD"", ""CLERIC (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618878-astral-projection,xphb,astral-projection
2618923,Bestow Curse,bestow curse,3rd,1 Action,Touch,,,"V, S",,1 Minute,Necromancy,WIS Save,Debuff,"[""BARD"", ""CLERIC"", ""WIZARD"", ""OATH OF CONQUEST (XGTE)"", ""OATHBREAKER (DMG)"", ""ILLRIGGER"", ""HORNED KING PATRON"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618923-bestow-curse,xphb,bestow-curse
2618934,Blight,blight,4th,1 Action,30 ft.,,,"V, S",,Instantaneous,Necromancy,CON Save,Necrotic,"[""DRUID"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""GRAVE DOMAIN (XGTE)"", ""DEATH DOMAIN (DMG)"", ""CIRCLE OF SPORES (TCOE)"", ""OATHBREAKER (DMG)"", ""ILLRIGGER"", ""FESTUS DOMAIN"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618934-blight,xphb,blight
2618965,Chill Touch,chill touch,Cantrip,1 Action,Touch,,,"V, S",,Instantaneous,Necromancy,Melee,Necrotic,"[""SORCERER"", ""WARLOCK"", ""WIZARD"", ""ILLRIGGER"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618965-chill-touch,xphb,chill-touch
2618969,Circle of Death,circle of death,6th,1 Action,150 ft.,60 ft.,sphere,"V, S, M",the powder of a crushed black pearl worth 500+ GP,Instantaneous,Necromancy,CON Save,Necrotic,"[""SORCERER"", ""WARLOCK"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618969-circle-of-death,xphb,circle-of-death
2618973,Clone,clone,8th,1 Hour,Touch,,,"V, S, M","a diamond worth 1,000+ GP, which the spell consumes, and a sealable vessel worth 2,000+ GP that is large enough to hold the creature being cloned",Instantaneous,Necromancy,,Utility,"[""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618973-clone,xphb,clone
2619063,Contagion,contagion,5th,1 Action,Touch,,,"V, S",,7 Days,Necromancy,CON Save,Necrotic,"[""OATHBREAKER (DMG)"", ""THE UNDYING (SCAG)"", ""CIRCLE OF SPORES (TCOE)"", ""CLERIC"", ""DRUID"", ""FESTUS DOMAIN"", ""THE PREDATOR (HWT)"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619063-contagion,xphb,contagion
2619076,Create Undead,create undead,6th,1 Minute,10 ft.,,,"V, S, M",one 150+ GP black onyx stone for each corpse,Instantaneous,Necromancy,,Control (...),"[""CLERIC"", ""WARLOCK"", ""WIZARD"", ""CLERIC (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619076-create-undead,xphb,create-undead
2619191,Eyebite,eyebite,6th,1 Action,Self,,,"V, S",,1 Minute,Necromancy,WIS Save,Unconscious (...),"[""BARD"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""BARD (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619191-eyebite,xphb,eyebite
2618866,False Life,false life,1st,1 Action,Self,,,"V, S, M",a drop of alcohol,Instantaneous,Necromancy,,Buff,"[""DEATH DOMAIN (DMG)"", ""THE UNDYING (SCAG)"", ""GRAVE DOMAIN (XGTE)"", ""ARTIFICER"", ""THE UNDEAD (VRGTR)"", ""SORCERER"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618866-false-life,xphb,false-life
2618873,Feign Death,feign death,3rd,1 Action,Touch,,,"V, S, M",,1 Hour,Necromancy,,Blinded (...),[],,https://www.dndbeyond.com/spells/2618873-feign-death,xphb,feign-death
2618885,Finger of Death,finger of death,7th,1 Action,60 ft.,,,"V, S",,Instantaneous,Necromancy,CON Save,Necrotic,"[""SORCERER"", ""WARLOCK"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618885-finger-of-death,xphb,finger-of-death
2618942,Gentle Repose,gentle repose,2nd,1 Action,Touch,,,"V, S, M","2 Copper Pieces, which the spell consumes",10 Days,Necromancy,,Warding,"[""GRAVE DOMAIN (XGTE)"", ""CIRCLE OF SPORES (TCOE)"", ""CLERIC"", ""PALADIN"", ""WIZARD"", ""CLERIC (LEGACY)"", ""PALADIN (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618942-gentle-repose,xphb,gentle-repose
2618977,Harm,harm,6th,1 Action,60 ft.,,,"V, S",,Instantaneous,Necromancy,CON Save,Necrotic,"[""CLERIC"", ""CLERIC (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618977-harm,xphb,harm
2619181,Inflict Wounds,inflict wounds,1st,1 Action,Touch,,,"V, S",,Instantaneous,Necromancy,CON Save,Necrotic,"[""OATHBREAKER (DMG)"", ""CLERIC"", ""OATH OF CASTIGATION"", ""CRIMSON SORCERY"", ""CLERIC (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619181-inflict-wounds,xphb,inflict-wounds
2619021,Magic Jar,magic jar,6th,1 Minute,Self,,,"V, S, M","a gem, crystal, or reliquary worth 500+ GP",Until Dispelled,Necromancy,CHA Save,Control,"[""WIZARD"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619021-magic-jar,xphb,magic-jar
2618875,Poison Spray,poison spray,Cantrip,1 Action,30 ft.,,,"V, S",,Instantaneous,Necromancy,Ranged,Poison,"[""ARTIFICER"", ""DRUID"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618875-poison-spray,xphb,poison-spray
2618922,Raise Dead,raise dead,5th,1 Hour,Touch,,,"V, S, M","a diamond worth 500+ GP, which the spell consumes",Instantaneous,Necromancy,,Healing,"[""GRAVE DOMAIN (XGTE)"", ""BARD"", ""CLERIC"", ""PALADIN"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""PALADIN (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618922-raise-dead,xphb,raise-dead
2618926,Ray of Enfeeblement,ray of enfeeblement,2nd,1 Action,60 ft.,,,"V, S",,1 Minute,Necromancy,CON Save,Debuff,"[""DEATH DOMAIN (DMG)"", ""GRAVE DOMAIN (XGTE)"", ""WARLOCK"", ""WIZARD"", ""ARCHITECT OF RUIN"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618926-ray-of-enfeeblement,xphb,ray-of-enfeeblement
2618935,Ray of Sickness,ray of sickness,1st,1 Action,60 ft.,,,"V, S",,Instantaneous,Necromancy,Ranged,Poison,"[""DEATH DOMAIN (DMG)"", ""THE UNDYING (SCAG)"", ""SORCERER"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618935-ray-of-sickness,xphb,ray-of-sickness
2618941,Reincarnate,reincarnate,5th,1 Hour,Touch,,,"V, S, M","rare oils worth 1,000+ GP, which the spell consumes",Instantaneous,Necromancy,,Healing,"[""DRUID"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618941-reincarnate,xphb,reincarnate
2618953,Resurrection,resurrection,7th,1 Hour,Touch,,,"V, S, M","a diamond worth 1,000+ GP, which the spell consumes",Instantaneous,Necromancy,,Healing,"[""BARD"", ""CLERIC"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618953-resurrection,xphb,resurrection
2618956,Revivify,revivify,3rd,1 Action,Touch,,,"V, S, M","a diamond worth 300+ GP, which the spell consumes",Instantaneous,Necromancy,,Healing,"[""GRAVE DOMAIN (XGTE)"", ""ARTIFICER"", ""CIRCLE OF WILDFIRE (TCOE)"", ""CLERIC"", ""DRUID"", ""PALADIN"", ""RANGER"", ""LIFE DOMAIN"", ""CELESTIAL PATRON"", ""ILLRIGGER"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)"", ""PALADIN (LEGACY)"", ""RANGER (LEGACY)"", ""THE CELESTIAL (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2618956-revivify,xphb,revivify
2619067,Spare the Dying,spare the dying,Cantrip,1 Action,15 ft.,,,"V, S",,Instantaneous,Necromancy,,Healing,"[""ARTIFICER"", ""CLERIC"", ""DRUID"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619067-spare-the-dying,xphb,spare-the-dying
2619068,Speak with Dead,speak with dead,3rd,1 Action,10 ft.,,,"V, S, M",burning incense,10 Minutes,Necromancy,,Communication (...),"[""KNOWLEDGE DOMAIN (PHB)"", ""THE UNDYING (SCAG)"", ""THE UNDEAD (VRGTR)"", ""BARD"", ""CLERIC"", ""WIZARD"", ""OATH OF CASTIGATION"", ""BARD (LEGACY)"", ""CLERIC (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619068-speak-with-dead,xphb,speak-with-dead
2619119,Summon Undead,summon undead,3rd,1 Action,90 ft.,,,"V, S, M",,1 Hour,Necromancy,,Summoning,[],,https://www.dndbeyond.com/spells/2619119-summon-undead,xphb,summon-undead
2619188,Toll the Dead,toll the dead,Cantrip,1 Action,60 ft.,,,"V, S",,Instantaneous,Necromancy,WIS Save,Necrotic,[],,https://www.dndbeyond.com/spells/2619188-toll-the-dead,xphb,toll-the-dead
2619199,True Resurrection,true resurrection,9th,1 Hour,Touch,,,"V, S, M","diamonds worth 25,000+ GP, which the spell consumes",Instantaneous,Necromancy,,Healing,"[""CLERIC"", ""DRUID"", ""CLERIC (LEGACY)"", ""DRUID (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619199-true-resurrection,xphb,true-resurrection
2619214,Vampiric Touch,vampiric touch,3rd,1 Action,Self,,,"V, S",,1 Minute,Necromancy,Melee,Necrotic,"[""DEATH DOMAIN (DMG)"", ""GRAVE DOMAIN (XGTE)"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""CRIMSON SORCERY"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Player’s Handbook,https://www.dndbeyond.com/spells/2619214-vampiric-touch,xphb,vampiric-touch
2619220,Wrathful Smite,wrathful smite,1st,1 Bonus Action *,Self,,,V,,1 Minute,Necromancy,WIS Save,Necrotic,[],,https://www.dndbeyond.com/spells/2619220-wrathful-smite,xphb,wrathful-smite
2367,Abi-Dalzim's Horrid Wilting,abi-dalzim's horrid wilting,8th,1 Action,150 ft.,30 ft.,cube,"V, S, M",a bit of sponge,Instantaneous,Necromancy,CON Save,Necrotic,"[""SORCERER"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2367-abi-dalzims-horrid-wilting,xge,abi-dalzims-horrid-wilting
1585026,Create Spelljamming Helm,create spelljamming helm,5th,1 Action,Touch,,,"V, S, M",,Instantaneous,Transmutation,,Creation,[],,https://www.dndbeyond.com/spells/1585026-create-spelljamming-helm,aag,create-spelljamming-helm
1183862,Ashardalon's Stride,ashardalon's stride,3rd,1 Bonus Action,Self,,,"V, S",,1 Minute,Transmutation,,Fire,[],,https://www.dndbeyond.com/spells/1183862-ashardalons-stride,ftd,ashardalons-stride
1183863,Draconic Transformation,draconic transformation,7th,1 Bonus Action,Self,60 ft.,cone,"V, S, M",,1 Minute,Transmutation,DEX Save,Force,[],,https://www.dndbeyond.com/spells/1183863-draconic-transformation,ftd,draconic-transformation
654073,Create Magen,create magen,7th,1 Hour,Touch,,,"V, S, M",,Instantaneous,Transmutation,,,[],,https://www.dndbeyond.com/spells/654073-create-magen,idrotf,create-magen
1239803,Kinetic Jaunt,kinetic jaunt,2nd,1 Bonus Action,Self,,,S,,1 Minute,Transmutation,,Buff,[],,https://www.dndbeyond.com/spells/1239803-kinetic-jaunt,scc,kinetic-jaunt
719961,Tasha's Otherworldly Guise,tasha's otherworldly guise,6th,1 Bonus Action,Self,,,"V, S, M",,1 Minute,Transmutation,,Buff,[],,https://www.dndbeyond.com/spells/719961-tashas-otherworldly-guise,tce,tashas-otherworldly-guise
2371,Bones of the Earth,bones of the earth,6th,1 Action,120 ft.,5 ft. *,cylinder,"V, S",,Instantaneous,Transmutation,DEX Save,Bludgeoning,"[""DRUID"", ""DRUID (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2371-bones-of-the-earth,xge,bones-of-the-earth
2372,Catapult,catapult,1st,1 Action,60 ft.,,,S,,Instantaneous,Transmutation,DEX Save,Bludgeoning,"[""ARTIFICER"", ""SORCERER"", ""WIZARD"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2372-catapult,xge,catapult
2374,Control Flames,control flames,Cantrip,1 Action,60 ft.,5 ft. *,cube,S,,Instantaneous,Transmutation,,Control,"[""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2374-control-flames,xge,control-flames
2375,Control Winds,control winds,5th,1 Action,300 ft.,100 ft.,cube,"V, S",,1 Hour,Transmutation,STR Save,Prone,"[""DRUID"", ""SORCERER"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2375-control-winds,xge,control-winds
14765,Create Homunculus,create homunculus,6th,1 Hour,Touch,,,"V, S, M",,Instantaneous,Transmutation,,Creation (...),[],,https://www.dndbeyond.com/spells/14765-create-homunculus,xge,create-homunculus
2377,Earthbind,earthbind,2nd,1 Action,300 ft.,,,V,,1 Minute,Transmutation,STR Save,Control (...),"[""DRUID"", ""SORCERER"", ""WARLOCK"", ""WIZARD"", ""DRUID (LEGACY)"", ""SORCERER (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2377-earthbind,xge,earthbind
2379,Elemental Bane,elemental bane,4th,1 Action,90 ft.,,,"V, S",,1 Minute,Transmutation,CON Save,Acid (...),"[""ARTIFICER"", ""DRUID"", ""WARLOCK"", ""WIZARD"", ""DRUID (LEGACY)"", ""WARLOCK (LEGACY)"", ""WIZARD (LEGACY)""]",Elemental Evil Player's Companion,https://www.dndbeyond.com/spells/2379-elemental-bane,xge,elemental-bane
